line                  time        mass     lg(L)  lg(Teff)        1H_surf       4He_surf       12C_surf       13C_surf       14N_surf       16O_surf       17O_surf       18O_surf      20Ne_surf      22Ne_surf  26Al_surf  Mcc/Mt   lg(Teff)  lg(Md)  lg(rhoc)    lg(Tc)         1H_cen        4He_cen        12C_cen        13C_cen        14N_cen        16O_cen        17O_cen        18O_cen       20Ne_cen       22Ne_cen   26Al_cen  Omeg_surf   Omeg_cen     Rp/Req   Md/Md(0)   v_crit1   v_crit2    v_equa  Om/Om_cr  Gamma_Ed  lg(Mdot_mech)             L_tot
  9  7.712536555666717E+05   39.799907  5.361771  4.644465  7.3805631E-01  2.5590120E-01  9.7816625E-04  1.1984891E-05  2.8274734E-04  2.4506032E-03  9.7151794E-07  5.5270033E-06  8.0438109E-04  6.5049469E-05  4.437E-10  0.5998  4.644465   -6.542  0.546288  7.624057  6.6716192E-01  3.2696938E-01  2.8991525E-05  7.9417475E-06  3.4581013E-03  9.9029668E-05  2.2376256E-07  9.1923129E-10  7.9138284E-04  7.5138894E-07  1.292E-05  5.092E-05  5.806E-05  9.539E-01  1.061E+00  7.97E+02  0.00E+00  2.96E+02  0.532299  0.154411  0.0000000E+00  1.1670375516E+00
 10  8.600836493162626E+05   39.774086  5.366504  4.643812  7.3805520E-01  2.5590230E-01  9.7777362E-04  1.2088164E-05  2.8330646E-04  2.4503686E-03  9.7221631E-07  5.5251580E-06  8.0438073E-04  6.5034567E-05  9.716E-10  0.5976  4.643812   -6.531  0.546637  7.624745  6.5867592E-01  3.3545628E-01  2.9104541E-05  7.9736979E-06  3.4658848E-03  8.9962688E-05  2.0224205E-07  7.8395388E-10  7.9002939E-04  7.6889126E-07  1.239E-05  5.066E-05  5.760E-05  9.532E-01  1.061E+00  7.93E+02  0.00E+00  2.97E+02  0.536019  0.156205  0.0000000E+00  1.1611416245E+00
 11  9.480174606093927E+05   39.747873  5.371248  4.643173  7.3805310E-01  2.5590448E-01  9.7712430E-04  1.2242294E-05  2.8427162E-04  2.4499527E-03  9.7337773E-07  5.5220552E-06  8.0438008E-04  6.5008951E-05  1.829E-09  0.5955  4.643173   -6.520  0.547039  7.625448  6.5018992E-01  3.4394278E-01  2.9222926E-05  8.0067141E-06  3.4709058E-03  8.4037638E-05  1.8774778E-07  8.5011940E-10  7.8867815E-04  7.9192444E-07  1.182E-05  5.014E-05  5.714E-05  9.529E-01  1.061E+00  7.90E+02  0.00E+00  2.97E+02  0.537296  0.158025  0.0000000E+00  1.1551130734E+00
 12  1.034980684703374E+06   39.721284  5.375997  4.642506  7.3804913E-01  2.5590854E-01  9.7606934E-04  1.2472916E-05  2.8590099E-04  2.4492288E-03  9.7524378E-07  5.5169576E-06  8.0437890E-04  6.4966017E-05  3.218E-09  0.5934  4.642506   -6.510  0.547514  7.626173  6.4170392E-01  3.5242911E-01  2.9322692E-05  8.0350892E-06  3.4744930E-03  7.9778654E-05  1.7692807E-07  7.4973524E-10  7.8732815E-04  7.9930800E-07  1.123E-05  4.956E-05  5.670E-05  9.527E-01  1.061E+00  7.86E+02  0.00E+00  2.96E+02  0.538065  0.159869  0.0000000E+00  1.1489546729E+00
 13  1.121750190138219E+06   39.694074  5.380829  4.641822  7.3804207E-01  2.5591563E-01  9.7449437E-04  1.2794107E-05  2.8842580E-04  2.4480681E-03  9.7795807E-07  5.5092871E-06  8.0437690E-04  6.4900165E-05  5.296E-09  0.5914  4.641822   -6.498  0.547998  7.626900  6.3321792E-01  3.6091525E-01  2.9455094E-05  8.0731571E-06  3.4762620E-03  7.7538246E-05  1.7018042E-07  7.6117778E-10  7.8597980E-04  8.2524960E-07  1.062E-05  4.894E-05  5.622E-05  9.527E-01  1.063E+00  7.82E+02  0.00E+00  2.95E+02  0.538431  0.161768  0.0000000E+00  1.1426128892E+00
 14  1.207354878242525E+06   39.666531  5.385605  4.641118  7.3803091E-01  2.5592679E-01  9.7241541E-04  1.3193799E-05  2.9188191E-04  2.4464222E-03  9.8140328E-07  5.4991040E-06  8.0437389E-04  6.4811154E-05  8.040E-09  0.5894  4.641118   -6.487  0.548540  7.627643  6.2473192E-01  3.6940128E-01  2.9595297E-05  8.1117993E-06  3.4778902E-03  7.5447072E-05  1.6417626E-07  6.2069408E-10  7.8463173E-04  8.2845846E-07  1.001E-05  4.860E-05  5.576E-05  9.521E-01  1.062E+00  7.79E+02  0.00E+00  2.96E+02  0.541561  0.163669  0.0000000E+00  1.1361476011E+00
 15  1.292514217203703E+06   39.638424  5.390470  4.640377  7.3801316E-01  2.5594473E-01  9.6965531E-04  1.3697807E-05  2.9663761E-04  2.4440761E-03  9.8574861E-07  5.4855265E-06  8.0436929E-04  6.4690441E-05  1.173E-08  0.5876  4.640377   -6.476  0.549266  7.628446  6.1624593E-01  3.7788727E-01  2.9578650E-05  8.1067714E-06  3.4788967E-03  7.4325618E-05  1.6206374E-07  5.6309832E-10  7.8328470E-04  8.4855588E-07  9.425E-06  4.783E-05  5.530E-05  9.522E-01  1.064E+00  7.75E+02  0.00E+00  2.93E+02  0.540678  0.165628  0.0000000E+00  1.1295044662E+00
 16  1.376714145990656E+06   39.609910  5.395288  4.639664  7.3798705E-01  2.5597087E-01  9.6628938E-04  1.4284806E-05  3.0264337E-04  2.4410108E-03  9.9072890E-07  5.4689126E-06  8.0436284E-04  6.4540379E-05  1.624E-08  0.5859  4.639664   -6.465  0.549905  7.629218  6.0775993E-01  3.8637307E-01  2.9668864E-05  8.1321689E-06  3.4796862E-03  7.3273086E-05  1.5887029E-07  5.7929656E-10  7.8193808E-04  8.6272122E-07  8.862E-06  4.752E-05  5.482E-05  9.516E-01  1.063E+00  7.72E+02  0.00E+00  2.94E+02  0.544114  0.167593  0.0000000E+00  1.1227175249E+00
 17  1.460334370104048E+06   39.580849  5.400131  4.638883  7.3795119E-01  2.5600691E-01  9.6240552E-04  1.4934487E-05  3.0980932E-04  2.4372359E-03  9.9608041E-07  5.4496895E-06  8.0435431E-04  6.4364208E-05  2.140E-08  0.5838  4.638883   -6.454  0.550553  7.629996  5.9927393E-01  3.9485901E-01  2.9765473E-05  8.1593756E-06  3.4802469E-03  7.2470957E-05  1.5608054E-07  6.4862447E-10  7.8059200E-04  8.7417684E-07  8.324E-06  4.691E-05  5.433E-05  9.514E-01  1.064E+00  7.68E+02  0.00E+00  2.93E+02  0.544837  0.169594  0.0000000E+00  1.1157479494E+00
 18  1.542364726112729E+06   39.551601  5.404955  4.638066  7.3790199E-01  2.5605635E-01  9.5790991E-04  1.5657781E-05  3.1837578E-04  2.4325892E-03  1.0017950E-06  5.4273859E-06  8.0434301E-04  6.4157043E-05  2.738E-08  0.5820  4.638066   -6.443  0.551255  7.630780  5.9078793E-01  4.0334502E-01  2.9862666E-05  8.1868201E-06  3.4811305E-03  7.1299741E-05  1.5250403E-07  6.9046351E-10  7.7924608E-04  8.8354473E-07  7.822E-06  4.636E-05  5.385E-05  9.512E-01  1.064E+00  7.64E+02  0.00E+00  2.92E+02  0.545908  0.171610  0.0000000E+00  1.1086855790E+00
 19  1.623344077779141E+06   39.521978  5.409754  4.637194  7.3783597E-01  2.5612263E-01  9.5277201E-04  1.6454431E-05  3.2847168E-04  2.4269645E-03  1.0077665E-06  5.4018418E-06  8.0432830E-04  6.3916832E-05  3.419E-08  0.5801  4.637194   -6.431  0.552016  7.631576  5.8230193E-01  4.1183087E-01  2.9946350E-05  8.2102879E-06  3.4820722E-03  7.0085133E-05  1.4907056E-07  6.1395333E-10  7.7790061E-04  8.8441208E-07  7.352E-06  4.567E-05  5.339E-05  9.511E-01  1.066E+00  7.60E+02  0.00E+00  2.91E+02  0.546213  0.173641  0.0000000E+00  1.1014753854E+00
 20  1.703832081331108E+06   39.491779  5.414591  4.636353  7.3775292E-01  2.5620592E-01  9.4722876E-04  1.7283869E-05  3.3968629E-04  2.4205632E-03  1.0136042E-06  5.3742283E-06  8.0431033E-04  6.3654200E-05  4.134E-08  0.5784  4.636353   -6.421  0.552779  7.632375  5.7381594E-01  4.2031686E-01  3.0059916E-05  8.2419148E-06  3.4825364E-03  6.9365381E-05  1.4640060E-07  6.2265594E-10  7.7655606E-04  8.9734196E-07  6.907E-06  4.531E-05  5.289E-05  9.505E-01  1.065E+00  7.56E+02  0.00E+00  2.91E+02  0.549060  0.175712  0.0000000E+00  1.0940797887E+00
 21  1.784755533423942E+06   39.460620  5.419584  4.635490  7.3765115E-01  2.5630805E-01  9.4134475E-04  1.8134479E-05  3.5192029E-04  2.4134267E-03  1.0191706E-06  5.3448624E-06  8.0428883E-04  6.3372002E-05  4.864E-08  0.5769  4.635490   -6.409  0.553656  7.633215  5.6532994E-01  4.2880260E-01  3.0109603E-05  8.2557067E-06  3.4824304E-03  6.9402374E-05  1.4593884E-07  4.8349222E-10  7.7521266E-04  9.1432855E-07  6.483E-06  4.476E-05  5.238E-05  9.503E-01  1.066E+00  7.53E+02  0.00E+00  2.90E+02  0.550407  0.177873  0.0000000E+00  1.0863924397E+00
 22  1.864689995877018E+06   39.429026  5.424479  4.634480  7.3752737E-01  2.5643223E-01  9.3510388E-04  1.9006468E-05  3.6523645E-04  2.4055048E-03  1.0244181E-06  5.3136577E-06  8.0426326E-04  6.3069268E-05  5.611E-08  0.5752  4.634480   -6.397  0.554430  7.634025  5.5684394E-01  4.3728846E-01  3.0229817E-05  8.2900317E-06  3.4823998E-03  6.9234932E-05  1.4422922E-07  6.6012087E-10  7.7386969E-04  9.3261114E-07  6.090E-06  4.407E-05  5.186E-05  9.502E-01  1.068E+00  7.48E+02  0.00E+00  2.89E+02  0.550582  0.180020  0.0000000E+00  1.0785357124E+00
 23  1.943091993624228E+06   39.397222  5.429386  4.633501  7.3737568E-01  2.5658442E-01  9.2838694E-04  1.9913854E-05  3.7992076E-04  2.3966131E-03  1.0293818E-06  5.2800106E-06  8.0423255E-04  6.2739977E-05  6.396E-08  0.5735  4.633501   -6.386  0.555324  7.634859  5.4835794E-01  4.4577435E-01  3.0319091E-05  8.3150710E-06  3.4828561E-03  6.8564272E-05  1.4201847E-07  6.3123126E-10  7.7252688E-04  9.3816926E-07  5.730E-06  4.340E-05  5.135E-05  9.502E-01  1.068E+00  7.44E+02  0.00E+00  2.87E+02  0.550842  0.182197  0.0000000E+00  1.0705664508E+00
 24  2.020850980198654E+06   39.364853  5.434319  4.632562  7.3719054E-01  2.5677013E-01  9.2114771E-04  2.0859056E-05  3.9611648E-04  2.3866471E-03  1.0340118E-06  5.2436785E-06  8.0419572E-04  6.2381510E-05  7.219E-08  0.5720  4.632562   -6.375  0.556254  7.635704  5.3987194E-01  4.5426018E-01  3.0408603E-05  8.3401569E-06  3.4832507E-03  6.7963688E-05  1.3993048E-07  5.9435086E-10  7.7118475E-04  9.4440508E-07  5.397E-06  4.291E-05  5.084E-05  9.498E-01  1.069E+00  7.40E+02  0.00E+00  2.88E+02  0.552803  0.184410  0.0000000E+00  1.0623965607E+00
 25  2.098811412745968E+06   39.331546  5.439344  4.631596  7.3697325E-01  2.5698805E-01  9.1360010E-04  2.1811469E-05  4.1337162E-04  2.3758743E-03  1.0381198E-06  5.2057257E-06  8.0415319E-04  6.2004247E-05  8.028E-08  0.5705  4.631596   -6.363  0.557243  7.636577  5.3138595E-01  4.6274595E-01  3.0503975E-05  8.3669580E-06  3.4831795E-03  6.7884543E-05  1.3887005E-07  6.3234600E-10  7.6984369E-04  9.6017362E-07  5.082E-06  4.237E-05  5.030E-05  9.495E-01  1.069E+00  7.36E+02  0.00E+00  2.87E+02  0.554327  0.186691  0.0000000E+00  1.0539304633E+00
 26  2.175073660951611E+06   39.298104  5.444230  4.630558  7.3672438E-01  2.5723762E-01  9.0588297E-04  2.2752171E-05  4.3137858E-04  2.3644833E-03  1.0416126E-06  5.1668434E-06  8.0410521E-04  6.1615058E-05  8.808E-08  0.5689  4.630558   -6.353  0.558077  7.637386  5.2289995E-01  4.7123192E-01  3.0690118E-05  8.4200934E-06  3.4834017E-03  6.7318717E-05  1.3566908E-07  5.6704109E-10  7.6850291E-04  9.7250193E-07  4.797E-06  4.194E-05  4.976E-05  9.489E-01  1.069E+00  7.32E+02  0.00E+00  2.86E+02  0.557064  0.188937  0.0000000E+00  1.0453662178E+00
 27  2.250179932015454E+06   39.264313  5.449148  4.629593  7.3644103E-01  2.5752167E-01  8.9798419E-04  2.3682458E-05  4.5016059E-04  2.3524622E-03  1.0445091E-06  5.1269659E-06  8.0405128E-04  6.1213388E-05  9.558E-08  0.5673  4.629593   -6.342  0.559200  7.638284  5.1441395E-01  4.7971782E-01  3.0700781E-05  8.4223024E-06  3.4839938E-03  6.6625052E-05  1.3442591E-07  5.7059796E-10  7.6716270E-04  9.7951629E-07  4.534E-06  4.134E-05  4.925E-05  9.488E-01  1.069E+00  7.28E+02  0.00E+00  2.85E+02  0.557753  0.191222  0.0000000E+00  1.0366525657E+00
 28  2.325158636588377E+06   39.229702  5.454139  4.628448  7.3611508E-01  2.5784832E-01  8.8977980E-04  2.4615558E-05  4.7001899E-04  2.3396169E-03  1.0468468E-06  5.0854595E-06  8.0399000E-04  6.0792862E-05  1.029E-07  0.5659  4.628448   -6.330  0.560282  7.639169  5.0592795E-01  4.8820357E-01  3.0792079E-05  8.4477670E-06  3.4841767E-03  6.6263026E-05  1.3293994E-07  5.2786683E-10  7.6582350E-04  9.8993472E-07  4.288E-06  4.053E-05  4.872E-05  9.490E-01  1.071E+00  7.24E+02  0.00E+00  2.83E+02  0.556465  0.193566  0.0000000E+00  1.0276701998E+00
 29  2.400315158680445E+06   39.194098  5.459166  4.627417  7.3574662E-01  2.5821768E-01  8.8137257E-04  2.5538166E-05  4.9071306E-04  2.3261009E-03  1.0485873E-06  5.0428349E-06  8.0392146E-04  6.0358647E-05  1.098E-07  0.5644  4.627417   -6.319  0.561344  7.640060  4.9744195E-01  4.9668945E-01  3.0892903E-05  8.4762912E-06  3.4839310E-03  6.6373497E-05  1.3221305E-07  5.9158001E-10  7.6448545E-04  1.0122430E-06  4.057E-06  4.016E-05  4.815E-05  9.484E-01  1.070E+00  7.20E+02  0.00E+00  2.83E+02  0.559885  0.195956  0.0000000E+00  1.0183657361E+00
 30  2.473528000021209E+06   39.158502  5.464136  4.626116  7.3532717E-01  2.5863793E-01  8.7268290E-04  2.6456969E-05  5.1245012E-04  2.3117758E-03  1.0497326E-06  4.9986776E-06  8.0384425E-04  5.9906487E-05  1.165E-07  0.5630  4.626116   -6.308  0.562384  7.640923  4.8895596E-01  5.0517524E-01  3.1103308E-05  8.5357916E-06  3.4841027E-03  6.5825142E-05  1.2917536E-07  5.3728903E-10  7.6314758E-04  1.0215557E-06  3.849E-06  3.942E-05  4.760E-05  9.484E-01  1.072E+00  7.15E+02  0.00E+00  2.81E+02  0.559623  0.198344  0.0000000E+00  1.0089948401E+00
 31  2.546873957471563E+06   39.121906  5.469237  4.624980  7.3486514E-01  2.5910090E-01  8.6394969E-04  2.7346245E-05  5.3462789E-04  2.2970415E-03  1.0502681E-06  4.9541948E-06  8.0375997E-04  5.9448808E-05  1.226E-07  0.5617  4.624980   -6.296  0.563683  7.641875  4.8046996E-01  5.1366104E-01  3.1097359E-05  8.5336528E-06  3.4843138E-03  6.5593412E-05  1.2891273E-07  5.4643066E-10  7.6181080E-04  1.0340401E-06  3.654E-06  3.878E-05  4.704E-05  9.483E-01  1.072E+00  7.11E+02  0.00E+00  2.80E+02  0.560018  0.200821  0.0000000E+00  9.9929146446E-01
 32  2.620681195292739E+06   39.084100  5.474388  4.623912  7.3433309E-01  2.5963391E-01  8.5475248E-04  2.8247071E-05  5.5832145E-04  2.2811822E-03  1.0502151E-06  4.9072339E-06  8.0366376E-04  5.8963444E-05  1.286E-07  0.5605  4.623912   -6.285  0.564866  7.642805  4.7198396E-01  5.2214684E-01  3.1197958E-05  8.5620069E-06  3.4839528E-03  6.5835760E-05  1.2850606E-07  5.8331469E-10  7.6047522E-04  1.0572048E-06  3.470E-06  3.843E-05  4.644E-05  9.475E-01  1.071E+00  7.07E+02  0.00E+00  2.81E+02  0.563818  0.203352  0.0000000E+00  9.8920128170E-01
 33  2.692293951128084E+06   39.046441  5.479444  4.622560  7.3374794E-01  2.6022013E-01  8.4548221E-04  2.9119075E-05  5.8253410E-04  2.2648629E-03  1.0495661E-06  4.8597783E-06  8.0355878E-04  5.8470854E-05  1.342E-07  0.5592  4.622560   -6.273  0.566125  7.643736  4.6349796E-01  5.3063274E-01  3.1310264E-05  8.5936101E-06  3.4842835E-03  6.5269885E-05  1.2643276E-07  5.5649425E-10  7.5913969E-04  1.0663851E-06  3.307E-06  3.758E-05  4.588E-05  9.477E-01  1.073E+00  7.02E+02  0.00E+00  2.78E+02  0.563104  0.205862  0.0000000E+00  9.7908066658E-01
 34  2.764461214882561E+06   39.007488  5.484646  4.621554  7.3310925E-01  2.6085983E-01  8.3617705E-04  2.9959071E-05  6.0715382E-04  2.2481643E-03  1.0483560E-06  4.8120190E-06  8.0344503E-04  5.7973119E-05  1.391E-07  0.5581  4.621554   -6.263  0.567435  7.644695  4.5501196E-01  5.3911854E-01  3.1403259E-05  8.6194157E-06  3.4841992E-03  6.5209860E-05  1.2562473E-07  4.7177971E-10  7.5780545E-04  1.0833528E-06  3.153E-06  3.704E-05  4.529E-05  9.476E-01  1.072E+00  6.99E+02  0.00E+00  2.77E+02  0.563363  0.208474  0.0000000E+00  9.6854603522E-01
 35  2.834877274631887E+06   38.968475  5.489741  4.620263  7.3242224E-01  2.6154796E-01  8.2694639E-04  3.0757771E-05  6.3187794E-04  2.2312972E-03  1.0466319E-06  4.7645137E-06  8.0332348E-04  5.7476150E-05  1.433E-07  0.5568  4.620263   -6.251  0.568753  7.645648  4.4652596E-01  5.4760434E-01  3.1515115E-05  8.6511312E-06  3.4844186E-03  6.4771090E-05  1.2388585E-07  5.5464833E-10  7.5647168E-04  1.0977746E-06  3.014E-06  3.652E-05  4.470E-05  9.474E-01  1.072E+00  6.94E+02  0.00E+00  2.76E+02  0.564835  0.211061  0.0000000E+00  9.5793579200E-01
 36  2.906855089566462E+06   38.927539  5.495057  4.618899  7.3163119E-01  2.6234021E-01  8.1713355E-04  3.1570029E-05  6.5847442E-04  2.2130537E-03  1.0442659E-06  4.7138695E-06  8.0318443E-04  5.6944410E-05  1.476E-07  0.5560  4.618899   -6.240  0.570106  7.646626  4.3803997E-01  5.5609019E-01  3.1623632E-05  8.6814528E-06  3.4840111E-03  6.5053714E-05  1.2353254E-07  4.9928636E-10  7.5513954E-04  1.1225044E-06  2.881E-06  3.572E-05  4.408E-05  9.476E-01  1.073E+00  6.90E+02  0.00E+00  2.73E+02  0.563407  0.213788  0.0000000E+00  9.4673204959E-01
 37  2.974775027822623E+06   38.887888  5.500107  4.617602  7.3081523E-01  2.6315727E-01  8.0776850E-04  3.2310383E-05  6.8414634E-04  2.1953550E-03  1.0415258E-06  4.6653954E-06  8.0304185E-04  5.6433682E-05  1.511E-07  0.5545  4.617602   -6.229  0.571558  7.647606  4.2955397E-01  5.6457613E-01  3.1735426E-05  8.7129645E-06  3.4847824E-03  6.3985666E-05  1.2071603E-07  5.1423355E-10  7.5380684E-04  1.1237447E-06  2.766E-06  3.503E-05  4.352E-05  9.478E-01  1.073E+00  6.85E+02  0.00E+00  2.71E+02  0.562651  0.216407  0.0000000E+00  9.3581869775E-01
 38  3.044499410452432E+06   38.846140  5.505341  4.616165  7.2992659E-01  2.6404711E-01  7.9828664E-04  3.3026328E-05  7.1041138E-04  2.1771649E-03  1.0383062E-06  4.6161749E-06  8.0288738E-04  5.5913426E-05  1.539E-07  0.5535  4.616165   -6.217  0.572971  7.648599  4.2106797E-01  5.7306193E-01  3.1859233E-05  8.7481185E-06  3.4845344E-03  6.4060078E-05  1.1979100E-07  5.5238066E-10  7.5247623E-04  1.1522357E-06  2.654E-06  3.422E-05  4.291E-05  9.481E-01  1.074E+00  6.80E+02  0.00E+00  2.68E+02  0.560919  0.219153  0.0000000E+00  9.2428177755E-01
 39  3.113091969219534E+06   38.803980  5.510591  4.614728  7.2894882E-01  2.6502608E-01  7.8859093E-04  3.3723369E-05  7.3754717E-04  2.1582895E-03  1.0345699E-06  4.5656906E-06  8.0271826E-04  5.5378124E-05  1.565E-07  0.5525  4.614728   -6.205  0.574497  7.649616  4.1258197E-01  5.8154782E-01  3.1964073E-05  8.7773338E-06  3.4846347E-03  6.3769385E-05  1.1858973E-07  5.3723768E-10  7.5114614E-04  1.1662447E-06  2.553E-06  3.347E-05  4.230E-05  9.484E-01  1.075E+00  6.75E+02  0.00E+00  2.66E+02  0.559599  0.221934  0.0000000E+00  9.1255778813E-01
 40  3.180875100221910E+06   38.761228  5.515843  4.613394  7.2790368E-01  2.6607252E-01  7.7893341E-04  3.4383583E-05  7.6484156E-04  2.1392267E-03  1.0304348E-06  4.5152499E-06  8.0253833E-04  5.4841677E-05  1.587E-07  0.5514  4.613394   -6.195  0.575962  7.650608  4.0409597E-01  5.9003363E-01  3.2174776E-05  8.8374499E-06  3.4845578E-03  6.3503143E-05  1.1636266E-07  5.1922053E-10  7.4981703E-04  1.1883020E-06  2.459E-06  3.306E-05  4.166E-05  9.477E-01  1.074E+00  6.71E+02  0.00E+00  2.66E+02  0.562688  0.224746  0.0000000E+00  9.0061240928E-01
